image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
1222,a couch by a wall with a decoration and bird,7,4,3,0,1,"['a couch by a wall with a decoratibelow and bird', 'a couch by a bar with a decoration and bird', 'a couch by a wall with a rock and bird', 'a bed by a wall with a decoration and bird', 'a couch by a room with a decoration and bird']",193.0,1.0,206.0,234.0
1248,a person on a subway with people and a man standing up,7,4,3,0,1,"['a person on a subway with voice and a man standing up', 'a person on a subway with people and a character standing up', 'a person on a el with people and a man standing up', 'a wall on a subway with people and a man standing up', 'a person on a subway with people and a driver standing up']",0.0,0.0,499.0,330.0
1260,"blue stroller with a girl in it, and two wheels",7,4,2,1,2,"['blue coaster with a girl in it, and two wheels', 'blue shadow with a girl in it, and two wheels', 'white stroller with a girl in it, and two wheels', 'blue stroller with a girl in it, and two gun', 'blue stroller with a girl in it, and two gears']",2.0,115.0,262.0,257.0
1299,a wall with a picture and an armoire that has a candle holder on top of it,7,4,3,0,1,"['a wall with a drawing and an armoire that has a candle holder on top of it', 'a room with a picture and an armoire that has a candle holder on top of it', 'a wall with a picture and an armoire that has a candle holder inside top of it', 'a bar with a picture and an armoire that has a candle holder on top of it', 'a wall with a map and an armoire that has a candle holder on top of it']",290.0,1.0,222.0,271.0
1308,television on an entertainment center with decorations and a dvd player,7,4,3,0,1,"['television on an entertainment center with cover and a dvd player', 'television on an entertainment center with extra and a dvd player', 'call on an entertainment center with decorations and a dvd player', 'televisiacross on an entertainment center with decorations and a dvd player', 'radio on an entertainment center with decorations and a dvd player']",387.0,249.0,333.0,283.0
1321,a satellite on top of a tower with a bridge that has an archway under it,7,4,3,0,2,"['a satellite on top of a tower with a bridge that has an gateway under it', 'a satellite on top of a tower with a bridge that has an archway across it', 'a bar on top of a tower with a bridge that has an archway under it', 'a satellite on top of a tower with a bridge that has an door under it', 'a satellite on top of a building with a bridge that has an archway under it']",17.0,4.0,357.0,496.0
1335,"water with a rock and a tree in front of it, and another rock in front of the water",7,4,3,0,1,"['water with a rock and a tree in frbelowt of it, and another rock in front of the water', 'water with a rock and a bush in front of it, and another rock in front of the water', 'water with a bed and a tree in front of it, and another rock in front of the water', 'water with a rock and a shrub in front of it, and another rock in front of the water', 'spill with a rock and a tree in front of it, and another rock in front of the water']",2.0,4.0,397.0,254.0
1348,a fork and a spoon made of clay and silverware,7,4,3,0,3,"['a fork and a spoon made of sand and silverware', 'a dish and a spoon made of clay and silverware', 'a fork and a cup made of clay and silverware', 'a fork and a bowl made of clay and silverware', 'a plate and a spoon made of clay and silverware']",81.0,163.0,353.0,268.0
1354,tulips in a flower vase on a table; there is a wineglass on the table,7,4,3,0,1,"['tulips near a flower vase on a table; there is a wineglass on the table', 'tulips in a flower vase on a table; there is a plate on the table', 'tulips in a flower vase below a table; there is a wineglass on the table', 'tulips in a flower vase on a head; there is a wineglass on the table', 'tulips in a flower vase on a bank; there is a wineglass on the table']",1.0,23.0,495.0,350.0
1367,there is a corner in the room with a picture and fencing outside the room,7,4,3,0,1,"['there is a scene in the room with a picture and fencing outside the room', 'there is a corner by the room with a picture and fencing outside the room', 'there is a corner in the room with a picture and lever outside the room', 'there is a section in the room with a picture and fencing outside the room', 'there is a corner in the park with a picture and fencing outside the room']",7.0,11.0,518.0,386.0
1369,"a chair with ruffles on the bottom, and another chair on the chair with a back",7,4,3,0,1,"['a chair with ruffles on the bottom, and another chair on the chair with a body', 'a chair with ruffles inside the bottom, and another chair on the chair with a back', 'a counter with ruffles on the bottom, and another chair on the chair with a back', 'a chair with ruffles on the bottom, and another chair on the chair with a bottom', 'a sofa with ruffles on the bottom, and another chair on the chair with a back']",404.0,215.0,239.0,233.0
1380,"an old/stone building with large windows, and a window on the building",7,3,2,2,1,"['an old/stundere building with large windows, and a window on the building', 'an old/stone building with large pedestals, and a window on the building', 'an old/stone building with small windows, and a window on the building', 'an old/stone building with large loop, and a window on the building', 'an old/stone building with large application, and a window on the building']",331.0,53.0,183.0,365.0
1391,a map of florida on a wall with a clock,7,4,3,0,1,"['a map of florida on a wall with a balance', 'a map of florida on a wall with a watch', 'a map of florida on a box with a clock', 'a picture of florida on a wall with a clock', 'a map of florida across a wall with a clock']",3.0,3.0,210.0,315.0
1397,a desk with a book and a paper on it. there is another book on the desk.,7,4,3,0,1,"['a box with a book and a paper on it. there is another book on the desk.', 'a desk with a book and a paper below it. there is another book on the desk.', 'a desk with a book and a paper inside it. there is another book on the desk.', 'a desk with a collection and a paper on it. there is another book on the desk.', 'a desk with a book and a litter on it. there is another book on the desk.']",15.0,205.0,384.0,233.0
1425,a car driving on a street with a car parked under a tree on the sidewalk,7,5,2,0,3,"['a car driving on a svegetablet with a car parked under a tree on the sidewalk', 'a car driving on a street with a car parked under a tree on the boardwalk', 'a car driving on a sbusht with a car parked under a tree on the sidewalk', 'a car driving on a street with a car parked under a tree on the mall', 'a bike driving on a street with a car parked under a tree on the sidewalk']",0.0,0.0,797.0,595.0
1451,a street sign on a pole with a wire and light attached to the pole,7,4,3,0,1,"['a street sign on a pole with a chain and light attached to the pole', 'a street sign on a pole with a wire and infrared attached to the pole', 'a street chronicle on a pole with a wire and light attached to the pole', 'a street sign on a pole with a wire and ultraviolet attached to the pole', 'a street sign on a marker with a wire and light attached to the pole']",89.0,1.0,336.0,401.0
1494,a window on a building and another window on a different building,7,4,2,1,2,"['a horse on a building and another window on a different building', 'a window on a wall and another window on a different building', 'a window on a level and another window on a different building', 'a window on a building and another window on a like building', 'a cornice on a building and another window on a different building']",241.0,1.0,557.0,372.0
1532,a woman with a backpack on her back and a strap from the backpack,7,4,3,0,1,"['a girl with a backpack on her back and a strap from the backpack', 'a woman with a bicycle on her back and a strap from the backpack', 'a woman with a purse on her back and a strap from the backpack', 'a kid with a backpack on her back and a strap from the backpack', 'a woman with a fannypack on her back and a strap from the backpack']",5.0,298.0,170.0,302.0
1533,a couple wearing a shirt on the street with a shadow on the another street,7,5,2,0,3,"['a couple wearing a shirt on the pike with a shadow on the another street', 'a couple wearing a shirt under the street with a shadow on the another street', 'a party wearing a shirt on the street with a shadow on the another street', 'a couple wearing a dress on the street with a shadow on the another street', 'a couple wearing a shirt below the street with a shadow on the another street']",42.0,362.0,465.0,235.0
1542,three trees in the city,7,4,3,0,1,"['three trees across the city', 'three galaxys in the city', 'three trees in the preserve', 'three cactuss in the city', 'three trees over the city']",3.0,0.0,794.0,596.0
1549,a bathroom sink with a mirror and a border around it,7,4,3,0,1,"['a hall sink with a mirror and a border around it', 'a bathroom sink with a mirror and a border over it', 'a bathroom sunderk with a mirror and a border around it', 'a bathroom sink with a mirror and a border across it', 'a kitchen sink with a mirror and a border around it']",339.0,102.0,215.0,293.0
1568,cars parked on a street; their tires and another tire are on the cars,7,4,3,0,1,"['cars parked below a street; their tires and another tire are on the cars', 'cars parked on a street; their interest and another tire are on the cars', 'truck parked on a street; their tires and another tire are on the cars', 'cars parked on a motorway; their tires and another tire are on the cars', 'cars parked on a street; their interests and another tire are on the cars']",351.0,262.0,287.0,211.0
